ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
56,CORMACK CIRC,K2J 5R9,Ward 22,,14,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations to the basement of a 2 storey rowhouse,0,9525,635,1106631,Construction,2011-11-01
90,ELGIN ST,,Ward 14,3922,58 & 59,RON ENGINEERING & CONSTRUCTION (EASTERN) LTD,Office,Old Ottawa,EXCAVATION ONLY- Construct a 17 storey commercial office building,0,3000000,20000,1107686,Construction,2011-11-01
235,MADHU CRES,K2C 4J2,Ward 16,4M-1258,93,CAMPANALE HOMES,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached 2 car garage,1,257050,3294,1107687,Construction,2011-11-01
235,POWELL AVE,K1S 2A4,Ward 17,M-19,91,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to repair the foundation of a 2 storey detached dwelling,0,10000,900,1107688,Construction,2011-11-01
7,KLUANE RDG,K2M 2A6,Ward 23,4M-636,90,***CONTRACTOR***,Single,Kanata,Interior alterations in the basement of a 2 storey detached dwelling,0,9000,377,1107689,Construction,2011-11-01
6,CASTLEMORE ST,K2G 6K8,Ward 22,4M-1016,33,"ARREOLA, LEONARDO",Semi - Detached,Nepean,Interior alteration to finish the basement in a 2 storey detached dwelling,0,15350,778,1107690,Construction,2011-11-01
261,GARNEAU ST,K1L 7T7,Ward 12,92,3,SOLAR LOGIX INC,Apartment,Vanier,Install a Solar PV Array of 52 panels  on the rooftop of a residential building,0,20000,538,1107691,Construction,2011-11-01
3075,CARP RD,K0A 1L0,Ward 5,,11,FIFE AGRICULTURAL SERVICES LTD.,Farm,West Carleton,Construct a coverall building for farm equipment storage,0,45500,5040,1107692,Construction,2011-11-01
2355,STONEY LANE,K4C 1B9,Ward 19,50M-99,9,JAZZ SOLAR SOLUTIONS,Single,Cumberland,Install solar panels on the roof of a 2 storey detached dwelling,0,17500,431,1107694,Construction,2011-11-01
100,PATTERSON AVE,K1S 1Y3,Ward 17,54994,16,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck at the rear of a 2 storey detached dwelling,0,10000,306,1107695,Construction,2011-11-01
216,CARDEVCO RD,K0A 1L0,Ward 5,4M-356,,CONTRACTOR UNKNOWN,Other,West Carleton,Interior alterations required to a 1 storey commercial building (building E) - (Carp & Cardevco Self-Storage),0,10000,3614,1107696,Construction,2011-11-01
154,CENTREPOINTE DR,K2G 5C3,Ward 8,4M-498,15,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations to a 3 storey rowhouse,0,6125,262,1107697,Construction,2011-11-01
3712,INNES RD,K1W 0C8,Ward 2,,PT LOT 3,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit up in a 1 storey retail building  (Kardish Foods),0,50000,2500,1107698,Construction,2011-11-01
2000,MONTREAL RD,K1J 6N2,Ward 11,,17,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit-up in a 1 storey commercial building (Arby's),0,500,118,1107699,Construction,2011-11-01
8,ASHWOOD CRES,K2G 2S8,Ward 8,4M-522,12,BRIAN'S HOME AND YARD SERVICE,Single,Nepean,Remove stairs and construct ramp at the front of a 1 storey detached dwelling,0,5900,39,1107700,Construction,2011-11-01
312,SEAGRAM HGTS,,Ward 5,4M-1444,42,HOLITZNER HOMES INC.,Single,West Carleton,Construct a 2 storey detached dwelling with attached garage - Model Pinehill (2011),1,209000,2684,1107701,Construction,2011-11-01
7000,CAMPEAU DR,,Ward 4,4M-883,5/6,MCDONALD'S CUSTOM CARPENTRY,Other,Kanata,Repair trusses of a 2 storey commercial building (Kanata Lakes Club House),0,3000,1000,1107702,Construction,2011-11-01
325,DALHOUSIE ST,K1N 7G2,Ward 12,42482,18 - 19,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 10th floor of an 11 storey office building - [Risk Sciences International],0,247500,5490,1107703,Construction,2011-11-01
145,PRESLAND RD,K1K 2C1,Ward 13,,,145 PRESLAND RD INC.,Demolition,Old Ottawa,Demolition of a 1 storey commercial building,0,30000,-4392,1107704,Demolition,2011-11-01
2465,MARCHURST RD,K2K 1X7,Ward 5,,24,"WASITIS, R&T",Single,Kanata,Construct a 2 storey detached dwelling with attached garage,1,400000,4200,1107705,Construction,2011-11-01
1385,HALTON TER,,Ward 4,4M-744,,AMERESCO CANADA INC.,Institutional,Kanata,Install roof mounted racking system for Solar Panels on an Institution Building (Kanata Elementary School),0,76000,10764,1107706,Construction,2011-11-01
305,TOWHEE PL,K2J 5V2,Ward 3,,56,TAMARACK (NEPEAN) CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 4321 B 2007,1,202430,2749,1107707,Construction,2011-11-01
742,ROLLING RIVER CRES,K1V 1M2,Ward 22,4M-952,22,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1107708,Pool Enclosure,2011-11-01
2625,ELMHURST ST,K2B 7N5,Ward 7,348,125,***CONTRACTOR***,Single,Old Ottawa,Replace front deck and deck roof of a 2 storey detached dwelling,0,5000,215,1107709,Construction,2011-11-01
2155,PROVENCE AVE,K4A 0P1,Ward 19,4M-1355,114,MERMAID POOLS - OGILVIE ROAD,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1107710,Pool Enclosure,2011-11-02
6300,BANK ST,K0A 2P0,Ward 20,,9,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a detached garage at the side of a 2 storey detached dwelling,0,10000,392,1107711,Construction,2011-11-02
1660,BEARBROOK RD,K1B 1C4,Ward 2,,,REGAL TENT PRODUCTIONS,Retail,Gloucester,"TEMPORARY PERMIT ONLY - Erect a temporary tent (223 m2) for a special event (Nornets Nest Soccer Park, OFSAA)",0,10000,2400,1107713,Construction,2011-11-02
181,BRUYERE ST,K1N 5E2,Ward 12,42482,21-23,SOLAR LOGIX INC,Apartment,Old Ottawa,Install Solar PV Array on rooftop of an apartment building,0,20000,538,1107714,Construction,2011-11-02
25,NELSON ST,K1N 7R1,Ward 12,43586,,SOLAR LOGIX INC,Apartment,Old Ottawa,Install a solar PV array on the roof of a 2 storey apartment building,0,20000,538,1107715,Construction,2011-11-02
1179,SHILLINGTON AVE,K1Z 7Z5,Ward 16,314,,***CONTRACTOR***,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,2000,-409,1107716,Demolition,2011-11-02
1179,SHILLINGTON AVE,K1Z 7Z5,Ward 16,314,73,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage,1,150000,1547,1107717,Construction,2011-11-02
1645,VALMARIE AVE,K2C 1V9,Ward 16,455,,"CONTY, RICHARD",Single,Old Ottawa,Construct an attached garage with a 2nd storey addition on a 1 storey detached dwelling,0,37225,990,1107718,Construction,2011-11-02
101,QUIGG PRIV,K1K 4G1,Ward 13,M-122,PT 22 & 23,SOLAR LOGIX INC,Rowhouse,Old Ottawa,Install solar panels on the roof of a 2 storey rowhouse,0,10000,500,1107719,Construction,2011-11-02
103,QUIGG PRIV,K1K 4G1,Ward 13,M-122,PT 22 & 23,SOLAR LOGIX INC,Rowhouse,Old Ottawa,Install solar panels on the roof of a 2 storey rowhouse,0,10000,500,1107719,Construction,2011-11-02
105,QUIGG PRIV,K1K 4G1,Ward 13,M-122,PT 22 & 23,SOLAR LOGIX INC,Rowhouse,Old Ottawa,Install solar panels on the roof of a 2 storey rowhouse,0,10000,500,1107719,Construction,2011-11-02
107,QUIGG PRIV,K1K 4G1,Ward 13,M-122,PT 22 & 23,SOLAR LOGIX INC,Rowhouse,Old Ottawa,Install solar panels on the roof of a 2 storey rowhouse,0,10000,500,1107719,Construction,2011-11-02
109,QUIGG PRIV,K1K 4G1,Ward 13,M-122,PT 22 & 23,SOLAR LOGIX INC,Rowhouse,Old Ottawa,Install solar panels on the roof of a 2 storey rowhouse,0,10000,500,1107719,Construction,2011-11-02
111,QUIGG PRIV,K1K 4G1,Ward 13,M-122,PT 22 & 23,SOLAR LOGIX INC,Rowhouse,Old Ottawa,Install solar panels on the roof of a 2 storey rowhouse,0,10000,500,1107719,Construction,2011-11-02
218,FLORENCE ST,K1R 5N6,Ward 14,30671,35,NITPICKER GROUP,Semi - Detached,Old Ottawa,Remove and replace a covered deck at the rear of a 2 storey semi-detached dwelling,0,2500,45,1107721,Construction,2011-11-02
35,IONA ST,K1Y 3L6,Ward 15,M-48,2272,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a detached 2 car garage in the rear yard of a 2 storey detached dwelling,0,3000,-37,1107722,Demolition,2011-11-02
200,CRERAR AVE,K1Z 7P3,Ward 16,267570,102,TIMBERLAND CONSTRUCTION,Single,Old Ottawa,"Construct a 2nd storey addition, a one storey extension at the rear and interior alterations to a 1 1/2 storey detached dwelling.",0,80000,1023,1107723,Construction,2011-11-02
16,AVENUE RD,K1S 0N9,Ward 17,283252,117,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a porch at the rear of a 1 1/2 storey detached dwelling,0,5000,168,1107724,Construction,2011-11-02
2380,BRENNAN PARK DR,K4C 1H6,Ward 19,50M211,6,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a 1 storey garage in the rear yard of a detached dwelling,0,34560,1792,1107725,Construction,2011-11-02
301,TOWHEE PL,K2J 5V2,Ward 3,,58,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with an attached garage,1,221400,3020,1107726,Construction,2011-11-02
303,TOWHEE PL,K2J 5V2,Ward 3,,57,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 storey  Single family dwelling with attached garage - 4340 'A'-9' Basement,1,221400,3020,1107727,Construction,2011-11-02
532,CREEKVIEW WAY,K1T 0J8,Ward 22,4M-1426,48,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage - Model 3614 2011 A,1,196830,2669,1107728,Construction,2011-11-02
1591,CARRONBRIDGE CIRC,K2M 0G5,Ward 23,4M-1383,,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,"Construct a 2 storey semi-detached dwelling with attached garage (Model: White Cedar2011, Ironwood 2011 Reverse)",2,283551,4564,1107729,Construction,2011-11-02
1593,CARRONBRIDGE CIRC,K2M 0G5,Ward 23,4M-1383,,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,"Construct a 2 storey semi-detached dwelling with attached garage (Model: White Cedar2011, Ironwood 2011 Reverse)",2,283551,4564,1107729,Construction,2011-11-02
490,VIEWMOUNT DR,K2E 8A8,Ward 9,4M-345,,CONTRACTOR UNKNOWN,Office,Nepean,Interior alterations on the 1st floor of a 3 storey commercial building ( Asher Christian Seniors),0,12000,100,1107730,Construction,2011-11-02
99,CORIOLIS CRT,K2S 0P3,Ward 6,,1,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Harrisbrook 2011 D,1,122390,1677,1107731,Construction,2011-11-02
607,KIRKWOOD AVE,K1Z 5X5,Ward 15,265,"61, 62, 63",CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,15000,-969,1107732,Demolition,2011-11-02
47,MARSH SPARROW PRIV,K2K 3P2,Ward 4,4M-1203,,MILLER CONSTRUCTION,Rowhouse,Kanata,Construct a deck at the rear of a 2 storey rowhouse,0,6000,80,1107733,Construction,2011-11-02
30,BROOK LANE,K2G 1S3,Ward 8,4M-,32,***CONTRACTOR***,Single,Nepean,Construct a 1 storey addition at the rear of a 1 storey detached dwelling,0,30000,431,1107734,Construction,2011-11-02
100,CORIOLIS CRT,K2S 0P3,Ward 6,,21,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Summerbrook 2007 C,1,142766,1888,1107735,Construction,2011-11-02
603,KIRKWOOD AVE,K1Z 5X5,Ward 15,265,"PT LOT 61 62, 63",CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,2,408288,4834,1107736,Construction,2011-11-02
605,KIRKWOOD AVE,K1Z 5X5,Ward 15,265,"PT LOT 61 62, 63",CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,2,408288,4834,1107736,Construction,2011-11-02
101,CORIOLIS CRT,K2S 0P3,Ward 6,,2,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Fernhaven 2011 A,1,125890,1727,1107737,Construction,2011-11-02
45,GRANDVIEW RD,K2H 8B6,Ward 7,4M-276,3,CHOICE CONSTRUCTION,Detached Garage/Shed,Nepean,Remove and replace shed in front yard of a 2 storey detached dwelling,0,7000,334,1107738,Construction,2011-11-02
3732,INNES RD,,Ward 2,4R14748,3,,Retail,Gloucester,Tenant fit up in a 1 storey commercial retail building - [Matelas Lapensée],0,80000,3122,1107739,Construction,2011-11-02
103,CORIOLIS CRT,K2S 0P3,Ward 6,,3,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Youngston 2007 A,1,165249,2217,1107740,Construction,2011-11-02
107,CORIOLIS CRT,K2S 0P3,Ward 6,,5,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Ferncliffe 2011 B,1,151260,2018,1107741,Construction,2011-11-02
54 B,FOXFIELD DR,K2J 1P7,Ward 3,154,,SERVICE MASTER OF OTTAWA,Rowhouse,Nepean,Interior alterations in a 2 storey rowhouse unit,0,80353,1346,1107743,Construction,2011-11-02
394,KENWOOD AVE,K2A 0K2,Ward 15,235,18,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Demolish existing dormer and re-construct dormer and add a balcony on the third floor of a 3 storey semi-detached,0,21500,979,1107744,Construction,2011-11-02
