ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
348,SOMERSET ST E,K1N 6W7,Ward 12,15632,,CONTRACTOR UNKNOWN,Single,Old Ottawa,REVISION TO PERMIT # 1103111 - Construct a 1 storey addition at the front of a 3 storey single family dwelling,0,8000,97,1103111,Construction,2011-07-18
2059,ROLLING BROOK DR,K1W 1E2,Ward 2,4M-816,106,CONTRACTOR UNKNOWN,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104115,Pool Enclosure,2011-07-04
26,NORTHSIDE RD,K2H 5Z3,Ward 8,392092,301-302,YOU PLUMBING,Retail,Nepean,PLUMBING PERMIT ONLY - Install a grease intercep in a 1 storey commercial building,0,0,0,1104116,Construction,2011-07-04
133,KENILWORTH ST,K1Y 3Z6,Ward 15,207509,253,THE HEALTHIEST HOME,Single,Old Ottawa,Remove and replace a 1 storey addition at the rear of a 1 1/2 storey single family dwelling,0,25000,181,1104117,Construction,2011-07-04
623,SMYTH RD,K1G 1N7,Ward 18,370,17-19,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Relocate portable classrooms at the rear of a 2 storey institutional building. (Ecoles Catholiques du Centre-Est),0,10000,754,1104118,Construction,2011-07-04
275,SLATER ST,K1P 5H9,Ward 14,3922,27 to 31,SITECAST CONSTRUCTION,Office,Old Ottawa,Interior alterations on the 10th floor of a 21 storey commercial building,0,54200,2095,1104119,Construction,2011-07-04
39,ROBERTSON RD,K2H 8R2,Ward 8,M65,11,K.W. FIELDS CONSTRUCTION SERVICES LIMITED,Office,Nepean,Tenant fit up on the 1st floor of a 5 storey commercial building (Nepean Hearing) Unit L,0,5000,800,1104120,Construction,2011-07-04
580,MONTREAL RD,K1K 0T9,Ward 13,26 34 N,2,R.M. GARDINER CONSTRUCTION LTD.,Retail,Old Ottawa,Install a demising wall to create 2 separate units in a 1 storey retail building (Montreal Square),0,102450,4909,1104122,Construction,2011-07-04
584,MONTREAL RD,K1K 0T9,Ward 13,26 34 N,2,R.M. GARDINER CONSTRUCTION LTD.,Retail,Old Ottawa,Install a demising wall to create 2 separate units in a 1 storey retail building (Montreal Square),0,102450,4909,1104122,Construction,2011-07-04
588,MONTREAL RD,K1K 0T9,Ward 13,26 34 N,2,R.M. GARDINER CONSTRUCTION LTD.,Retail,Old Ottawa,Install a demising wall to create 2 separate units in a 1 storey retail building (Montreal Square),0,102450,4909,1104122,Construction,2011-07-04
