ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
107,PALFREY WAY,,Ward 6,,139,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage,1,193005,2597,1300001,Construction,2013-01-02
541,RIVERSHORE CRES,K1J 7Y8,Ward 11,828,576,CONTRACTOR UNKNOWN,Single,Gloucester,Construct an addition at the side of a 2 storey detached dwelling,0,6522,280,1300002,Construction,2013-01-02
32,JUNIPER CRT,K2E 5M6,Ward 9,530290,340,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Single,Nepean,Exterior alterations to repair the foundation on a detached dwelling,0,5500,100,1300004,Construction,2013-01-02
161,LAURIER AVE W,K1P 5J2,Ward 14,3922,53-56,CONTRACTOR UNKNOWN,Office,Old Ottawa,Repair the parking garage of a 14 storey office building,0,410500,12917,1300005,Construction,2013-01-02
34,FARDON WAY,K1G 4N3,Ward 10,4M-,,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Interior alterations on the 2nd floor of a 2 storey detached dwelling,0,20000,215,1300006,Construction,2013-01-02
411,ROOSEVELT AVE,K2A 3X9,Ward 15,204,11,BASSI CONSTRUCTION AND MASONRY LIMITED,Mixed,Old Ottawa,Base building work for future tenant fit up in the basement of a 4 storey mixed use building (Greco Lean and Fit),0,100000,431,1300007,Construction,2013-01-02
120,BAYVIEW DR,K0A 3M0,Ward 5,4M-411,33-34,CONTRACTOR UNKNOWN,Single,West Carleton,Interior alterations in a 1 storey detached dwelling,0,100000,1200,1300008,Construction,2013-01-02
284,KING EDWARD AVE,K1N 7M4,Ward 12,42482,6,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to Eglise Evangelique Baptiste Church,0,20000,2000,1300009,Construction,2013-01-02
1001,GREGG ST,K1V 6H3,Ward 17,301,10,***CONTRACTOR***,Single,Old Ottawa,Construct a 2 storey addition at the side of a 2 storey duplex to create a 4 unit apartment building,2,20000,1716,1300010,Construction,2013-01-02
40,ROTHWELL DR,K1J 7G4,Ward 11,652,159,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage,1,300000,2854,1300011,Construction,2013-01-02
1128,CADBORO RD,K1J 7R1,Ward 11,,23,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit up in a 1 storey retail strip mall building (Spice Express Inc.),0,30000,1716,1300012,Construction,2013-01-02
33,NICHOLAS ST,K1N 9M7,Ward 12,480,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up on the 1 floor of a 9 storey hotel - (Novotel),0,120000,1270,1300013,Construction,2013-01-02
26,THORNCLIFF PL,K2H 6L2,Ward 8,403318,380,CONTRACTOR UNKNOWN,Office,Nepean,Interior alterations to install a sink in an office kitchen in 2 storey building,0,1000,0,1300014,Construction,2013-01-02
110,BERRIGAN DR,K2J 5A6,Ward 3,,17,CONTRACTOR UNKNOWN,Apartment,Nepean,Install 3 maglocks in a 2 storey retirement residence building (Barrhaven Manor),0,15000,0,1300015,Construction,2013-01-02
667,KIRKWOOD AVE,,Ward 15,302312,10-13,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations in a 1 storey retail building ( Food Basics),0,60000,201,1300016,Construction,2013-01-02
3944,5TH LINE RD,K0A 2W0,Ward 20,,37-38,G I J CONTRACTING,Farm,Osgoode,Construct a farm building - Hoop structure for storage of feed and machinery,0,118000,8060,1300017,Construction,2013-01-02
3944,5TH LINE RD,K0A 2W0,Ward 20,,E PT LOT 37,G I J CONTRACTING,Farm,Osgoode,Construct a farm building - Hoop structure for storage of feed and machinery,0,42000,4200,1300018,Construction,2013-01-02
501,SMYTH RD,K1H 8L6,Ward 18,405,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to the 1st floor of an 8 storey hospital (General Campus- MIS Ipad DEPOT),0,60000,300,1300019,Construction,2013-01-02
10,CEDAR RD,K1J 6L4,Ward 11,4M-462,7,LUMEN HOMES INC,Single,Gloucester,Construct a 1 storey addition on both sides and at the rear of a 1 storey detached dwelling,0,350000,2805,1300021,Construction,2013-01-02
2380,ST. LAURENT BLVD,K1G 6C4,Ward 10,,1,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up in a 1 storey office building (Infrastructure Ontario),0,94000,4251,1300022,Construction,2013-01-02
