ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
363,BANK ST,K2P 1X9,Ward 14,15558,13,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up on the 1st floor of a 2 storey retail building (Comtech Credit Union),0,257000,2347,1401612,Construction,2014-04-01
1270,PEBBLE RD,,Ward 10,812,,CONTRACTOR UNKNOWN,Other,Old Ottawa,Construct a 1 storey recreational building (rink change hut in winter & sun shelter in summer),0,22499,404,1401613,Construction,2014-04-01
120,METCALFE ST,K1P 5M2,Ward 14,3922,49 50 51,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 2nd and 3rd floors of a 3 storey library building (Main Library),0,164000,11894,1401614,Construction,2014-04-01
110,GRAY WILLOW PL,K4M 0B3,Ward 21,4M-1412,3,MACKINNON REID & ASSOCIATES INC,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,1401615,Pool Enclosure,2014-04-01
437,MANSFIELD AVE,K2A 2S6,Ward 15,M-29,192-193,MACKINNON REID & ASSOCIATES INC,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1401616,Pool Enclosure,2014-04-01
38,TOPLEY CRES,K1G 4M1,Ward 10,4M-511,94,MACKINNON REID & ASSOCIATES INC,Single,Old Ottawa,Install an enclosure for an ingroud pool (rear yard),0,0,0,1401617,Pool Enclosure,2014-04-01
1,MILL HILL RD,K2H 9L6,Ward 8,,35,SOLID GENERAL CONTRACTORS,Apartment,Nepean,Install an emergency generator at the rear of a 6 storey seniors building (Robertson House),0,20000,75,1401618,Construction,2014-04-01
418,BRIGATINE AVE,K2S 0P7,Ward 6,,27,***CONTRACTOR***,Single,Goulbourn,Interior alteration to partially finish the basement in a 2 storey detached dwelling,0,5000,1000,1401619,Construction,2014-04-01
4273,NAVAN RD,K4B 1H9,Ward 19,,8,***CONTRACTOR***,Demolition,Cumberland,Demolish a storage shed,0,500,-840,1401620,Demolition,2014-04-01
4273,NAVAN RD,K4B 1H9,Ward 19,,8,***CONTRACTOR***,Demolition,Cumberland,Demolish a storage shed,0,500,-2060,1401621,Demolition,2014-04-01
3020,HAWTHORNE RD,K1G 3J6,Ward 10,,,BONDFIELD CONSTRUCTION COMPANY LTD,Industrial,Old Ottawa,Exterior alterations to 1 storey Industrial building (Controlex Corporation),0,15500,500,1401622,Construction,2014-04-01
177,CAMERON AVE,K1S 0X4,Ward 17,4M-118051,252,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 3rd storey addition and interior alterations on the 2nd floor of a 2 storey detached dwelling,0,72604,523,1401623,Construction,2014-04-01
8  -1,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -10,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -11,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -12,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -13,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -14,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -2,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -3,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -6,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -7,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -8,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
8  -9,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401624,Construction,2014-04-01
10  -1,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -11,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -12,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -15,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -16,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -2,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -3,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -4,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -5,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
10  -6,DEERFIELD DR,K2G 3R6,Ward 8,,35,CONTRACTOR UNKNOWN,Apartment,Nepean,Exterior alterations to repair the balconies on a 3 storey residential building,0,80000,2906,1401625,Construction,2014-04-01
