ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
1,VIMY PLACE,,Ward 14,,39 40,OTTAWA BLUESFEST,Other,Old Ottawa,TEMPORARY PERMIT: Erect a temporary tents (1-297m2 & 1-334m2 & assorted smaller tents less than 225m2) for a special event (Bluesfest),0,14850,18400,1404184,Construction,2014-07-02
24,KINNEAR ST,K1Y 3R6,Ward 15,4M-114306,115,1496756 ONTARIO INC.,Duplex,Old Ottawa,Interior/exterior alterations on 1st and 2nd floor to a 2 storey duplex,0,125000,1924,1404185,Construction,2014-07-02
26,KINNEAR ST,K1Y 3R6,Ward 15,4M-114306,115,1496756 ONTARIO INC.,Duplex,Old Ottawa,Interior/exterior alterations on 1st and 2nd floor to a 2 storey duplex,0,125000,1924,1404185,Construction,2014-07-02
3148,RIDGETOP RD,K0A 1T0,Ward 5,,pt lot 4,HUBERT HEATING,Single,West Carleton,Install a woodstove in a 1 storey detached dwelling (main floor),0,6000,0,1404186,Construction,2014-07-02
6785,STANMORE ST,K4P 0A6,Ward 20,,,SPLASH POOLS & SPAS,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,1404187,Pool Enclosure,2014-07-02
4899,UPLANDS DR,K1V 2N6,Ward 10,,,AUTOMOTIVE DRIVING SOLUTIONS,Other,Gloucester,"TEMPORARY PERMIT: Erect a temporary tent for a special event (Mazda Soul of Motion Tour, EY Centre)",0,20000,3200,1404188,Construction,2014-07-02
6810,SPRINGRUN PL,K4P 0E1,Ward 20,4M-1436,24,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling,1,404004,2718,1404189,Construction,2014-07-02
40,CAMELOT DR,K2G 5X8,Ward 9,4M-348,LOT 1 TO 6,TERLIN CONSTRUCTION LTD.,Office,Nepean,Interior alterations in a 1 storey office building (new Medisystem offices),0,210000,7243,1404190,Construction,2014-07-02
986,BAYVIEW DR,K0A 3M0,Ward 5,597,6,PARTY POOLS,Single,West Carleton,Install an enclosure for an inground pool (rear yard),0,0,0,1404191,Pool Enclosure,2014-07-02
1825,DES ARBRES ST,K1E 2T7,Ward 19,50M-68,71,"WILSON, STEVE",Single,Cumberland,Interior alterations to the 1st floor of a 2 storey detached dwelling (kitchen),0,2500,86,1404192,Construction,2014-07-02
585,LA VERENDRYE DR,K1J 7C1,Ward 11,818,296,MERMAID POOLS (OGILVIE ROAD),Single,Gloucester,Install an enclosure for an in ground pool (rear yard),0,0,0,1404193,Pool Enclosure,2014-07-02
42,SEABROOKE DR,K2L 2H7,Ward 23,m222,1465,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1404194,Construction,2014-07-02
1554,CARLING AVE,K1Z 7M4,Ward 15,,I,CARLING-QUEENSWAY SELF STORAGE CORP.,Industrial,Old Ottawa,Tenant fit up on the 1st & 6th floor of a 6 storey storage building (office space) and interior alterations on the 6th floor to create a residential unit.,1,1578540,31581,1404196,Construction,2014-07-02
318,TULIP CRES,K1E 2B1,Ward 1,50M-15,95,***CONTRACTOR***,Single,Cumberland,Interior alterations to create living space in a garage,0,5000,141,1404197,Construction,2014-07-02
3306,RIVERSET CRES,K2J 0S2,Ward 3,4M-1378,346,POOL BUILDERS OTTAWA,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1404198,Pool Enclosure,2014-07-02
1150,DARTMOUTH AVE,K1V 6J7,Ward 17,755,96,***CONTRACTOR***,Single,Old Ottawa,Install an enclosure for an above ground pool (rear yard),0,0,0,1404199,Pool Enclosure,2014-07-02
1543,HENRI LAUZON ST,K1C 7R9,Ward 2,4M-62,,L3 BUILDERS,Detached Garage/Shed,Gloucester,Construct a shed (rear yard),0,12000,270,1404200,Construction,2014-07-02
249,ATLANTIS AVE,K2A 1X9,Ward 15,M-28,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck (side yard),0,10000,205,1404201,Construction,2014-07-02
127,TALOS CIR,,Ward 21,4D-21,PART UNIT 49,TALOS CUSTOM HOMES LTD,Single,Goulbourn,Construct a 2 storey detached dwelling,1,413516,2782,1404202,Construction,2014-07-02
1156,CHECKERS RD,K2C 2S4,Ward 8,341791,27,OAKWOOD BUILDERS,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,7000,202,1404203,Construction,2014-07-02
125,KIMPTON DR,K2S 0C1,Ward 6,4M-1322,72,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for an above ground pool (rear yard),0,0,0,1404204,Pool Enclosure,2014-07-02
6424,RUSSELL RD,,Ward 19,,1,***CONTRACTOR***,Single,Gloucester,Interior alterations to a 1 storey detached dwelling (basement),0,1000,0,1404205,Construction,2014-07-02
6621,VISTA PATRICK PRIV,,Ward 20,,PT LOT 1,CONTRACTOR UNKNOWN,Office,Osgoode,Interior alterations to a 1 storey office building,0,75000,6725,1404206,Construction,2014-07-02
1592,LOUISBOURG CRES,K1E 2K4,Ward 1,M-24,125,PROTECTIVE PLUMBING CANADA,Semi - Detached,Cumberland,Install a Protective Plumbing Device on the building drain,0,0,0,1404207,Construction,2014-07-02
1547,SENATEURS WAY,K4A 4A2,Ward 1,4M-990,53,CONTRACTOR UNKNOWN,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0,0,0,1404208,Pool Enclosure,2014-07-02
501,SMYTH RD,K1H 8L6,Ward 18,405,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to remove (decommissioned) ejection elevators and replace with new manned service elevator in a hospital (The Ottawa Hospital),0,250000,1,1404209,Construction,2014-07-02
7,ELVINA ST,K1J 7K9,Ward 11,591,175,GEMLIE POOLS,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1404210,Pool Enclosure,2014-07-02
