ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
5,QUEEN MARY ST,K1K 1Y1,Ward 13,318,69 and 70,***CONTRACTOR***,Single,Old Ottawa,Install a wood stove on the 1st floor of a 2 storey detached dwelling,0,8000,0,1405944,Construction,2014-09-02
251,LAURIER AVE W,K1P 5J6,Ward 14,3922,44 45,TCC CANADA,Office,Old Ottawa,"Tenant fit-up on the 9th floor of an 11 storey office building (TCC Canada, 9th floor)",0,50000,1500,1405945,Construction,2014-09-02
100,MURRAY ST,K1N 0A1,Ward 12,4M-,,GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Interior alterations on the 2nd floor of a 5 storey office building (Royal Canadian Mint),0,87273,1937,1405946,Construction,2014-09-02
2210  -2,LOYOLA AVE,K1J 8H5,Ward 11,13,,"SEGUIN, NICOLAS",Apartment,Gloucester,PLUMBING ONLY - add bathroom in the basement,0,3000,0,1405947,Construction,2014-09-02
8555,CAMPEAU DR,K2T 0K5,Ward 4,,3,NAVEDCO CONSTRUCTION INC.,Retail,Kanata,"Tenant fit-up in a 1 storey retail building (Tanger Outlet - Puma, Unit #860)",0,202058,5438,1405948,Construction,2014-09-02
1529,BANK ST,K1H 7Z1,Ward 18,,20,BASSI CONSTRUCTION LTD,Retail,Old Ottawa,Tenant fit-up in a 1 storey retail building (Proresp),0,125000,2000,1405949,Construction,2014-09-02
107,NEWILL PL,K0A 1L0,Ward 5,,pt lot 6,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a  shed  (rear yard),0,2880,192,1405950,Construction,2014-09-02
340,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,733313,6578,1405951,Construction,2014-09-02
342,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,733313,6578,1405951,Construction,2014-09-02
344,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,733313,6578,1405951,Construction,2014-09-02
346,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,733313,6578,1405951,Construction,2014-09-02
500,TULIP TREE WAY,,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,733313,6578,1405951,Construction,2014-09-02
330,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,831750,7461,1405952,Construction,2014-09-02
332,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,831750,7461,1405952,Construction,2014-09-02
334,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,831750,7461,1405952,Construction,2014-09-02
336,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,831750,7461,1405952,Construction,2014-09-02
338,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,831750,7461,1405952,Construction,2014-09-02
352,PRESTON ST,K1S 4M6,Ward 14,46,PT LOT 6,MOORE DESIGN CONSULTANTS,Mixed,Old Ottawa,Construct a 3rd storey to an existing 2 storey building and 3 storey addition at rear of building,0,222903,2438,1405953,Construction,2014-09-02
329,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,711575,6383,1405954,Construction,2014-09-02
331,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,711575,6383,1405954,Construction,2014-09-02
333,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,711575,6383,1405954,Construction,2014-09-02
335,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,711575,6383,1405954,Construction,2014-09-02
321,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,707897,6350,1405955,Construction,2014-09-02
323,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,707897,6350,1405955,Construction,2014-09-02
325,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,707897,6350,1405955,Construction,2014-09-02
327,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,707897,6350,1405955,Construction,2014-09-02
300,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,927288,8318,1405956,Construction,2014-09-02
302,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,927288,8318,1405956,Construction,2014-09-02
304,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,927288,8318,1405956,Construction,2014-09-02
306,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,927288,8318,1405956,Construction,2014-09-02
308,"MELODIE, RUE DE LA",,Ward 2,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellings,5,927288,8318,1405956,Construction,2014-09-02
933,SOMERSET ST W,K1R 6R8,Ward 14,13,110,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a deck (rear and side), a covered porch and balcony (front yard) and 2nd storey deck (rear yard) on a detached dwelling",0,37500,753,1405957,Construction,2014-09-02
110,LAURIER AVE W,K1P 1J1,Ward 14,,,CODY PARTY RENTALS,Other,Old Ottawa,TEMPORARY PERMIT - Erect a tent (297m2) for United Way,0,7000,3200,1405958,Construction,2014-09-02
8555,CAMPEAU DR,K2T 0K5,Ward 4,,3,CONTRACTOR UNKNOWN,Retail,Kanata,"Tenant fit-up in a 1 storey retail building (Tanger Outlet - Haggar Clothing Co, Unit #952)",0,130394,3509,1405959,Construction,2014-09-02
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,17,PRISMA CONSTRUCTION,Retail,Nepean,"Tenant fit-up in a 3 storey retail building (Bayshore, Rockport Shoes, Unit #CC13)",0,150000,1550,1405960,Construction,2014-09-02
15,KLUANE RIDGE,K2M 1Z7,Ward 23,4M-636,94,***CONTRACTOR***,Single,Kanata,Construct a deck (rear yard),0,11000,176,1405961,Construction,2014-09-02
23,MATTAMY PL,K2G 6J9,Ward 8,4M-972,43,"LEE, ALFRED",Single,Nepean,PLUMBING ONLY: Install 3 plumbing fixtures in the basement of a 2 storey detached dwelling,0,6800,32,1405962,Construction,2014-09-02
1402,STAR TOP RD,K1B 4V7,Ward 11,,PT LOT 25,MERKBURN HOLDINGS LTD.,Retail,Gloucester,"Base building work to upgrade existing suite #1, prior to the tenant fit-up by the proposed new tenant. (existing 2 storey building with 2 tenants)",0,250000,43055,1405963,Construction,2014-09-02
1265,CASTLE HILL CRES,K2C 2B2,Ward 8,4M-347549,273,RIVERPARK CONSTRUCTION LTD.,Single,Old Ottawa,Construct a 1 storey addition (rear) and interior alterations on the 1st floor of a 2 storey detached dwelling,0,51598,354,1405964,Construction,2014-09-02
2900,GIBFORD DR,,Ward 10,,6,CONTRACTOR UNKNOWN,Retail,Gloucester,"Tenant fit-up on the 1st floor of a 2 storey retail building (Dr. Faten Fares Optometrist, Unit 5)",0,62392,1679,1405965,Construction,2014-09-02
319,POWELL AVE,K1S 2A7,Ward 17,54,4,VICTORIA HOMES CONSTRUCTION LIMITED,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,249456,2169,1405966,Construction,2014-09-02
1440,BANK ST,K1H 7Z2,Ward 17,,PT LOTS 19 & 20,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up in a 1 storey office building - (Unit #5 - Aurora Salon & Spa Inc.),0,39390,1060,1405967,Construction,2014-09-02
6500,DOCTOR BLAIR CRES,K0A 2T0,Ward 21,4M-381,27,SUNROOM LIVING,Single,Rideau,Construct a 3 season sunroom (rear yard),0,26000,191,1405968,Construction,2014-09-02
705,FIDDLEHEAD ST,,Ward 22,4M1462,82,CLARIDGE HOMES (LEITRIM) INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1,303672,2043,1405969,Construction,2014-09-02
243,JOSHUA ST,K1W 0H3,Ward 2,4M1465,53,CLARIDGE HOMES (CARSON) INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1,380072,2557,1405970,Construction,2014-09-02
579,SUMMERHILL ST,K4M 0B9,Ward 22,4M1470,111,CLARIDGE HOMES (CARSON) INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1,310658,2090,1405971,Construction,2014-09-02
2739,CARP RD,K0A 1L0,Ward 5,,8,***CONTRACTOR***,Industrial,West Carleton,Construct a commercial storage building,0,89912,1140,1405972,Construction,2014-09-02
581,SUMMERHILL ST,K4M 0B9,Ward 22,4M1470,112,CLARIDGE HOMES (CARSON) INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1,310658,2090,1405973,Construction,2014-09-02
485,MCLEOD ST,K1R 5P7,Ward 14,30,30,OTTAWA GENERAL CONTRACTORS,Duplex,Old Ottawa,Construct a 3rd floor addition to a 2 storey duplex,0,78000,559,1405974,Construction,2014-09-02
555,ERINWOODS CIR,K2J 5M7,Ward 22,4M1233,147,***CONTRACTOR***,Detached Garage/Shed,Nepean,Construct a shed (rear yard),0,3800,433,1405975,Construction,2014-09-02
162,CULLODEN CRES,K2J 5Z9,Ward 22,,1331,MONARCH CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Evergreen 2010 A,1,528266,3554,1405976,Construction,2014-09-02
51,ELMSLEY CRES,K2H 6T9,Ward 8,425894,896,"MITCHELL, HEATHER",Single,Nepean,Construct an addition with an indoor pool to a 1 storey detached dwelling,0,89184,600,1405977,Construction,2014-09-02
2978,RICHMOND RD,K2B 6S7,Ward 7,338,,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (add 2 new windows),0,2200,0,1405978,Construction,2014-09-02
652,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,978570,8778,1405979,Construction,2014-09-02
654,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,978570,8778,1405979,Construction,2014-09-02
656,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,978570,8778,1405979,Construction,2014-09-02
658,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,978570,8778,1405979,Construction,2014-09-02
660,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,978570,8778,1405979,Construction,2014-09-02
662,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,978570,8778,1405979,Construction,2014-09-02
33,GLENMORISTON AVE,K2L 2S3,Ward 23,M-309,2,ACCURATE DESIGN CONTRACTING,Single,Kanata,Plumbing only - Install a Protective Device on the building drain,0,0,0,1405980,Construction,2014-09-02
664,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,980799,8798,1405981,Construction,2014-09-02
666,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,980799,8798,1405981,Construction,2014-09-02
668,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,980799,8798,1405981,Construction,2014-09-02
670,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,980799,8798,1405981,Construction,2014-09-02
672,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,980799,8798,1405981,Construction,2014-09-02
674,PETRICHOR CRES,K4A 0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a 2 storey block of 6 rowhouse dwellings,6,980799,8798,1405981,Construction,2014-09-02
356,AMIENS ST,K1E 1N9,Ward 1,27,19,ACCURATE DESIGN CONTRACTING,Single,Cumberland,Plumbing only - Install a Protective Valve on the building drain,0,0,0,1405982,Construction,2014-09-02
49,LEONARD AVE,K1S 4T8,Ward 17,36,2,CENTRAL PRECAST INC.,Single,Old Ottawa,Exterior alterations to remove and replace steps (front yard),0,3000,50,1405984,Construction,2014-09-02
23,BIRCHDALE AVE,K2H 5A1,Ward 7,315,16,DREAM TOUCH RENOVATIONS,Rowhouse,Nepean,Exterior alterations to a 2 storey rowhouse unit dwelling (replace / repair concrete pier at rear deck),0,1900,0,1405985,Construction,2014-09-02
